sample_size,sample_mean,ci_lower,ci_upper
50,84.5474,80.25587479927987,88.83892520072013
50,83.20100000000001,78.57239340932934,87.82960659067068
50,86.0214,80.8511223387582,91.1916776612418
50,87.21620000000001,83.05957277756305,91.37282722243698
50,81.4068,76.16263678877326,86.65096321122675
50,84.68800000000002,80.05034492908325,89.32565507091678
50,86.50119999999998,82.34569787362535,90.65670212637461
50,87.6026,83.85295220197736,91.35224779802263
50,81.97460000000001,76.85726076431747,87.09193923568255
50,87.7658,83.10745565727221,92.42414434272779
50,82.98379999999999,77.585617268978,88.38198273102198
50,86.3916,81.7812460626004,91.00195393739959
50,84.8046,81.12891684387024,88.48028315612974
50,85.5694,80.88967927733118,90.24912072266882
50,82.9982,77.91550183162683,88.08089816837317
50,87.87819999999999,83.27207061662571,92.48432938337427
50,85.262,80.91283633235078,89.61116366764922
50,85.71840000000002,81.23889662992694,90.19790337007309
50,83.72460000000001,79.39000761424377,88.05919238575625
50,85.7318,80.94839208358894,90.51520791641107
50,84.90119999999999,79.96850909406396,89.83389090593602
50,84.1602,79.62574560441237,88.69465439558763
50,88.27459999999999,83.56912822324307,92.98007177675692
50,83.9816,79.20041260094357,88.76278739905644
50,88.41719999999998,84.70639106612262,92.12800893387734
50,83.0686,78.21068207990955,87.92651792009046
50,83.68179999999998,78.78352981925413,88.58007018074584
50,89.46459999999999,85.58950163445415,93.33969836554583
50,86.561,81.41687611268937,91.70512388731065
50,85.37160000000002,80.68587753027393,90.0573224697261
50,87.53399999999999,84.12642535424386,90.94157464575612
50,84.677,80.05258787286428,89.30141212713573
50,82.5792,77.88019609182712,87.27820390817288
50,87.1736,82.61523082899859,91.7319691710014
50,79.0796,72.94126330800795,85.21793669199205
50,90.19539999999999,86.67789640496899,93.712903595031
50,83.8126,77.96000445261969,89.66519554738032
50,84.7294,80.05391397378027,89.40488602621973
50,83.1348,78.76512903407315,87.50447096592684
50,82.4792,77.60053660326685,87.35786339673317
50,85.46859999999998,80.77615084810328,90.16104915189668
50,85.6234,81.06123003428237,90.18556996571763
50,85.5202,80.63841152313377,90.40198847686624
50,86.8116,82.77080420222748,90.85239579777252
50,90.915,87.3265595773094,94.50344042269062
50,86.167,81.58696231893231,90.7470376810677
50,87.6664,83.39614509707722,91.93665490292277
50,88.42880000000002,84.28320432083594,92.57439567916411
50,84.10600000000001,79.88371125876026,88.32828874123976
50,87.22519999999999,82.47539665467463,91.97500334532535
50,88.6998,84.0643434340872,93.33525656591279
50,84.03540000000001,79.00371691345174,89.06708308654828
50,84.94,80.0834609643492,89.7965390356508
50,83.15279999999998,78.1362998067832,88.16930019321677
50,84.5042,80.07573214149363,88.93266785850636
50,84.5446,79.72089183616421,89.36830816383579
50,86.9382,82.261328235371,91.615071764629
50,82.41259999999998,77.56306609435339,87.26213390564658
50,87.4898,83.1056143090348,91.8739856909652
50,88.86640000000001,84.7740124623472,92.95878753765282
50,82.56800000000001,77.80252536005071,87.33347463994932
50,83.6882,79.10864457087983,88.26775542912016
50,83.6158,78.20701394268325,89.02458605731674
50,87.6626,83.90668439141453,91.41851560858547
50,85.0572,80.23238910035387,89.88201089964612
50,84.84200000000001,79.96098744406451,89.72301255593551
50,84.89,80.4452013664509,89.3347986335491
50,82.47919999999998,76.7614934627751,88.19690653722485
50,78.99680000000001,73.138932174077,84.85466782592302
50,86.64280000000001,82.26585912859862,91.0197408714014
50,87.30239999999999,83.1625109800846,91.44228901991538
50,86.01440000000001,81.60929512000271,90.4195048799973
50,83.89160000000001,79.47729186928508,88.30590813071494
50,77.2158,71.26861518408718,83.16298481591282
50,85.30239999999999,80.75449296669159,89.8503070333084
50,86.7248,82.5059522492434,90.9436477507566
50,89.49,85.42830177861525,93.55169822138474
50,86.62839999999998,82.51285867850946,90.74394132149051
50,86.26820000000002,80.92047570624814,91.6159242937519
50,86.082,81.4854099525844,90.67859004741558
50,86.43880000000001,82.74700448552417,90.13059551447586
50,87.4684,82.95793655621776,91.97886344378225
50,87.23360000000001,82.84850936176504,91.61869063823498
50,89.72260000000001,85.71434853588053,93.7308514641195
50,82.637,77.07451869626513,88.19948130373487
50,87.2402,83.18194767309079,91.29845232690921
50,83.7556,79.45743936654573,88.05376063345427
50,83.70200000000001,79.15686477912924,88.24713522087079
50,88.3228,84.29233951457852,92.35326048542149
50,88.36040000000001,84.67145879685567,92.04934120314435
50,88.08179999999999,84.532703710466,91.63089628953398
50,84.22140000000002,79.04763412946278,89.39516587053726
50,82.2808,76.5112442296981,88.0503557703019
50,85.7748,81.3865930748808,90.16300692511919
50,85.50580000000002,80.99053673509242,90.02106326490762
50,86.7668,82.4672400741955,91.0663599258045
50,85.51620000000001,80.58183154120977,90.45056845879026
50,85.31659999999998,80.79366697293712,89.83953302706284
50,81.67699999999999,76.65094686267643,86.70305313732355
50,86.30799999999999,81.5564615772994,91.05953842270058
50,84.57699999999998,79.54039296097064,89.61360703902933
50,86.3572,81.1755637555938,91.53883624440621
50,85.34559999999999,79.8298844088753,90.86131559112468
50,81.2118,75.81473179983946,86.60886820016053
50,81.92120000000001,77.05364341716464,86.78875658283539
50,85.6344,81.15892399861467,90.10987600138533
50,85.9878,80.65219986613089,91.3234001338691
50,85.62179999999998,80.59963711562595,90.643962884374
50,85.31559999999999,80.32645216360788,90.3047478363921
50,82.82780000000001,77.74500229277774,87.91059770722228
50,89.28559999999999,85.31517499517041,93.25602500482957
50,86.74599999999998,82.08713779589907,91.4048622041009
50,80.6384,74.94958357553209,86.32721642446792
50,86.0352,82.44900904668143,89.62139095331858
50,80.1,75.08814219196114,85.11185780803885
50,87.4048,83.64345457198304,91.16614542801695
50,85.9418,81.30145665904084,90.58214334095916
50,86.42400000000002,82.69470994681295,90.15329005318709
50,87.524,83.23517036160213,91.81282963839787
50,90.23099999999998,86.579308948665,93.88269105133496
50,84.98279999999998,80.19410099942122,89.77149900057874
50,90.405,85.9237811770457,94.8862188229543
50,85.3334,80.6835470186579,89.98325298134209
50,86.26579999999998,82.06164916243195,90.46995083756802
50,80.7622,75.57764743610946,85.94675256389056
50,81.0744,76.29926567789177,85.84953432210823
50,90.2596,86.15951021831766,94.35968978168235
50,85.74960000000002,80.94501483594516,90.55418516405487
50,87.34100000000001,83.14633943799979,91.53566056200023
50,85.3142,80.71193390188877,89.91646609811123
50,81.4814,75.91627090536652,87.04652909463347
50,86.48400000000001,81.87155157774096,91.09644842225906
50,85.484,80.0726032259314,90.89539677406859
50,86.22059999999999,81.74659133691316,90.69460866308683
50,82.66720000000001,77.01488361425655,88.31951638574347
50,87.85220000000001,82.78792424560591,92.91647575439411
50,82.4814,77.33440444764753,87.62839555235246
50,86.3222,82.00514894784136,90.63925105215863
50,84.2368,78.99517399117565,89.47842600882436
50,86.2392,82.10534080846674,90.37305919153326
50,81.3382,76.24152436201949,86.43487563798051
50,86.1592,82.04384912394775,90.27455087605225
50,83.55879999999999,79.16437903273889,87.95322096726109
50,86.38879999999999,82.12403222344943,90.65356777655055
50,89.59320000000001,85.95262344209273,93.23377655790729
50,83.4258,78.66204272698283,88.18955727301716
50,85.4306,81.05469097126368,89.80650902873631
50,87.0642,82.35598898185054,91.77241101814946
50,85.9966,81.41025594529847,90.58294405470153
50,82.28280000000001,77.0871812623573,87.47841873764271
50,86.47579999999999,82.52511771327735,90.42648228672263
50,82.8364,78.23505260481932,87.43774739518068
50,84.9484,80.00711046230886,89.88968953769115
50,87.429,82.94340425593211,91.9145957440679
50,82.4826,77.4465506743067,87.5186493256933
50,87.2894,83.07975691615358,91.49904308384642
50,82.545,77.48420811050286,87.60579188949714
50,86.08419999999998,81.40174024817894,90.76665975182102
50,82.2094,77.74067251251813,86.67812748748187
50,84.8044,80.37832043752307,89.23047956247693
50,87.60539999999999,83.30674092104805,91.90405907895193
50,89.2992,85.1422132203934,93.4561867796066
50,88.744,84.94735177294498,92.54064822705502
50,86.152,81.44798383336112,90.85601616663888
50,85.48100000000001,80.87018851307062,90.0918114869294
50,83.554,78.14607469400696,88.96192530599305
50,83.9858,79.3045320231134,88.6670679768866
50,84.1966,79.48713725160756,88.90606274839244
50,88.07419999999998,84.0315786140891,92.11682138591085
50,83.7068,78.90319555163167,88.51040444836833
50,86.52159999999999,82.11460524228856,90.92859475771142
50,86.29080000000002,81.38752784966775,91.19407215033229
50,85.7692,81.22674634469166,90.31165365530833
50,84.71700000000001,79.44030740542905,89.99369259457097
50,84.9818,80.38682225411439,89.57677774588562
50,81.27359999999999,76.50639519702204,86.04080480297793
50,89.66859999999998,86.05982669352368,93.27737330647629
50,83.90299999999999,78.71740334881316,89.08859665118682
50,88.36200000000001,83.87583615528814,92.84816384471188
50,87.2164,82.73384993416292,91.69895006583707
50,85.9276,81.58926808872165,90.26593191127834
50,83.4792,78.83029940349076,88.12810059650926
50,85.325,80.54191063165239,90.10808936834762
50,81.7638,76.27629136799732,87.25130863200269
50,87.084,82.89706215188237,91.27093784811764
50,88.18860000000001,83.9260372542406,92.45116274575942
50,86.902,82.52396487615735,91.28003512384265
50,86.58480000000002,81.9819170976372,91.18768290236284
50,84.2782,79.27739693693263,89.27900306306736
50,84.4648,80.15967820436354,88.76992179563645
50,91.93099999999998,88.60407363928805,95.25792636071192
50,86.31600000000002,82.1865003096259,90.44549969037413
50,85.52740000000001,80.70638530999793,90.3484146900021
50,83.28399999999999,77.61861320706167,88.94938679293831
50,84.54820000000001,80.3027101519396,88.79368984806041
50,87.12380000000002,82.96652606888794,91.28107393111209
50,83.4464,78.6813872544204,88.2114127455796
50,87.3034,82.76754775909797,91.83925224090203
50,86.19120000000001,81.7699768184015,90.61242318159852
50,85.11059999999999,80.85175624548445,89.36944375451553
50,87.98700000000001,83.92942957246582,92.0445704275342
50,86.2272,82.0223563275023,90.4320436724977
50,86.8022,82.434589673638,91.169810326362
50,87.67880000000001,83.42693640756151,91.9306635924385
50,89.4404,85.62616612774518,93.25463387225481
50,88.64020000000001,85.01192220775972,92.26847779224029
50,84.27040000000001,79.21319663748274,89.32760336251728
50,84.43780000000001,79.05760716823794,89.81799283176208
50,86.78920000000002,81.67881160980657,91.89958839019347
50,87.75439999999999,83.8031298756253,91.70567012437468
50,87.06960000000001,82.47281551827194,91.66638448172807
50,89.04860000000001,85.36291453149676,92.73428546850326
50,84.59280000000001,79.59700220940199,89.58859779059803
50,86.07379999999999,81.61216458926728,90.5354354107327
50,80.0568,74.46587867481718,85.64772132518281
50,87.5624,82.73105853796112,92.39374146203888
50,83.53479999999999,78.5039489898364,88.56565101016358
50,84.8708,80.10288972624024,89.63871027375977
50,86.0238,81.32401442490149,90.7235855750985
50,85.306,80.59818724518487,90.01381275481512
50,84.5008,79.63038544932529,89.37121455067471
50,87.45299999999999,82.51304703358421,92.39295296641576
50,83.38,78.62076732773023,88.13923267226976
50,88.5596,84.73012255718146,92.38907744281855
50,80.0012,75.00207656108553,85.00032343891446
50,83.5078,78.46087940909074,88.55472059090927
50,84.54979999999999,79.9917815421102,89.10781845788978
50,85.0598,80.21928796823477,89.90031203176522
50,86.79599999999999,82.11031639343841,91.48168360656157
50,89.8852,86.14229551005319,93.62810448994681
50,83.8268,78.9529477034707,88.70065229652931
50,87.64999999999998,83.53038497798639,91.76961502201357
50,83.44820000000001,77.79425111714089,89.10214888285914
50,80.4266,74.61020250332768,86.2429974966723
50,80.9186,75.54777788491036,86.28942211508964
50,88.9532,84.8450937240154,93.06130627598459
50,85.17200000000001,80.5014344537733,89.84256554622672
50,85.7862,81.37011474458383,90.20228525541616
50,79.6508,73.91086865258617,85.39073134741383
50,84.95280000000001,80.50488889012563,89.4007111098744
50,85.72480000000002,81.18154711863143,90.2680528813686
50,85.9102,81.88487436625756,89.93552563374244
50,85.9286,81.06233220400522,90.79486779599479
50,85.89540000000001,82.25677061207713,89.53402938792289
50,86.60820000000001,81.65280525806632,91.5635947419337
50,89.4924,85.31461963434937,93.67018036565064
50,83.37379999999999,78.70019755247581,88.04740244752416
50,84.94760000000001,80.06364741157165,89.83155258842837
50,87.65,83.37769599209045,91.92230400790956
50,87.1434,82.29121988140423,91.99558011859577
50,84.8618,79.69703160987989,90.02656839012012
50,80.8436,76.06428989129853,85.62291010870146
50,84.40460000000002,80.03079833258802,88.77840166741201
50,81.7642,76.82554840854066,86.70285159145935
50,86.64659999999999,81.92962979419033,91.36357020580965
50,88.56639999999999,83.90111163027021,93.23168836972977
50,83.68299999999999,78.25513217065853,89.11086782934146
50,84.3994,79.41787495216816,89.38092504783184
50,86.75959999999999,82.11906756155545,91.40013243844453
50,80.92060000000001,75.73786061679965,86.10333938320036
50,87.58720000000001,83.56972327153673,91.60467672846329
50,86.47319999999999,81.20552162527133,91.74087837472865
50,80.673,75.56869233325419,85.77730766674581
50,83.26700000000001,77.9258748491727,88.60812515082732
50,85.57019999999999,81.19509971222783,89.94530028777214
50,82.5742,77.35599610522702,87.79240389477299
50,91.02979999999998,87.70614572290316,94.3534542770968
50,82.69279999999999,77.72300169747865,87.66259830252133
50,86.0808,81.67518974603699,90.486410253963
50,83.706,78.69366660773647,88.71833339226353
50,85.7262,81.25813448527174,90.19426551472827
50,84.74940000000001,80.26635587987627,89.23244412012374
50,89.9068,85.69670590542397,94.11689409457604
50,81.69999999999999,76.5089199150851,86.89108008491488
50,82.40459999999999,76.758933560663,88.05026643933698
50,86.1252,81.27831212705885,90.97208787294116
50,85.6948,81.10740204908447,90.28219795091553
50,82.9602,78.08924169559377,87.83115830440623
50,87.1148,82.14576953375571,92.0838304662443
50,84.4578,79.46517910514488,89.45042089485513
50,80.4754,74.8740549516517,86.07674504834829
50,84.70639999999999,79.6030283545154,89.80977164548457
50,85.69139999999999,81.56374378060187,89.8190562193981
50,79.4218,74.19763639532758,84.64596360467243
50,86.5724,81.89510163213677,91.24969836786323
50,80.949,76.18600104942274,85.71199895057725
50,85.68199999999999,81.39130152446013,89.97269847553984
50,81.45439999999999,75.94484936578526,86.96395063421473
50,82.6768,77.63211804098772,87.72148195901228
50,86.79519999999998,82.43971241011248,91.15068758988748
50,84.52000000000002,79.88380623286733,89.15619376713272
50,83.80539999999999,78.5525627102816,89.05823728971838
50,86.18980000000002,81.28990251339236,91.08969748660768
50,82.70459999999999,77.68186680666233,87.72733319333764
50,83.9208,78.9854280599509,88.8561719400491
50,84.281,80.08753628206945,88.47446371793056
50,84.2658,79.76763472466563,88.76396527533437
50,83.0274,77.99694060932642,88.05785939067358
50,84.8974,80.14340406112753,89.65139593887248
50,86.09240000000001,81.14857687601832,91.0362231239817
50,86.72039999999998,82.58903401724609,90.85176598275388
50,82.8814,77.22392043482824,88.53887956517175
50,84.54660000000001,79.49032645810219,89.60287354189784
50,85.88780000000001,81.97741129117016,89.79818870882987
50,85.16799999999999,79.96956648087136,90.36643351912862
50,85.1584,79.78046343829755,90.53633656170246
50,85.4542,81.00080173087741,89.90759826912259
50,84.654,80.13363223513838,89.17436776486161
50,87.0186,83.11598732068683,90.92121267931319
50,85.0142,80.16346021417104,89.86493978582897
50,87.87819999999999,83.43492974213991,92.32147025786007
50,85.7094,81.10183181044751,90.3169681895525
50,82.583,77.66848571238215,87.49751428761785
50,87.56820000000002,83.66118062431426,91.47521937568578
50,82.2016,76.98415710470196,87.41904289529803
50,83.47540000000001,78.64774087348165,88.30305912651836
50,86.375,81.35960616469653,91.39039383530347
50,84.92859999999999,80.0563792552537,89.80082074474628
50,87.71979999999999,83.53198402772232,91.90761597227767
50,88.22059999999999,84.62395107782591,91.81724892217407
50,85.23900000000002,80.12924667444702,90.34875332555302
50,84.81379999999999,80.39161030846661,89.23598969153336
50,89.09539999999998,84.94752463655715,93.24327536344282
50,83.976,78.99338144088874,88.95861855911126
50,88.1054,84.07459343512295,92.13620656487706
50,83.27459999999999,77.7674694802233,88.78173051977669
50,87.6208,83.61708467652556,91.62451532347444
50,83.99040000000001,78.71199387569922,89.2688061243008
50,86.10300000000001,81.4091989146535,90.79680108534652
50,86.78739999999999,82.10530691749767,91.46949308250231
50,84.71619999999999,80.00684688290376,89.42555311709621
50,84.7158,79.63439338503363,89.79720661496637
50,83.449,78.35523639072247,88.54276360927753
50,83.27960000000002,77.79236896930193,88.7668310306981
50,81.8924,76.65001439682123,87.13478560317876
50,86.5036,81.94264113432976,91.06455886567025
50,84.5914,79.1658326662794,90.01696733372059
50,84.8664,81.12722746587751,88.60557253412249
50,83.60520000000001,78.7502473803276,88.46015261967243
50,82.98299999999999,78.23524393196111,87.73075606803887
50,83.7,78.0506177764998,89.3493822235002
50,89.9636,85.52490248348279,94.40229751651721
50,84.95039999999999,78.96656693867082,90.93423306132915
50,84.0058,79.37586751744433,88.63573248255565
50,84.1764,78.85520739969544,89.49759260030456
50,84.87799999999999,80.08504927761612,89.67095072238385
50,85.4382,80.9398676293115,89.9365323706885
50,83.39939999999999,78.77539280271147,88.0234071972885
50,86.01119999999999,81.2802018884062,90.74219811159378
50,89.85979999999999,85.64883571707571,94.07076428292427
50,89.2702,85.28418303826189,93.25621696173812
50,84.61959999999999,80.16715353826055,89.07204646173943
50,87.0564,82.91369116157846,91.19910883842154
50,83.44940000000001,77.89855942475593,89.00024057524409
50,87.2542,82.50165802322336,92.00674197677664
50,88.999,85.01426412237899,92.983735877621
50,85.1632,80.26106477114473,90.06533522885528
50,86.53040000000001,81.65189913384697,91.40890086615306
50,82.23100000000001,77.30283460391193,87.15916539608808
50,87.12880000000001,82.60708449449726,91.65051550550277
50,85.385,80.72634578797697,90.04365421202304
50,87.95560000000002,83.38011434859907,92.53108565140097
50,89.22320000000002,84.98917296820346,93.45722703179658
50,86.55199999999999,81.87165504382422,91.23234495617577
50,88.87800000000001,84.88515499604607,92.87084500395396
50,87.01939999999999,82.71006782856368,91.3287321714363
50,86.00920000000002,81.55088789165409,90.46751210834596
50,88.64620000000001,84.39135947251792,92.9010405274821
50,85.6232,81.20043602036192,90.04596397963807
50,86.12200000000001,81.21888572566375,91.02511427433627
50,87.4296,83.33635781197154,91.52284218802845
50,88.97440000000002,84.71266235113237,93.23613764886767
50,82.71700000000001,77.97134991378421,87.46265008621582
50,86.0678,81.39143536736667,90.74416463263334
50,82.95559999999999,77.36653907975803,88.54466092024195
50,86.76,82.29553371539218,91.22446628460783
50,85.24960000000002,80.6161515072836,89.88304849271643
50,82.2184,76.94248030166342,87.49431969833658
50,84.3442,79.53340765451013,89.15499234548987
50,86.3382,81.06806979147726,91.60833020852274
50,82.02480000000001,76.91371705204622,87.1358829479538
50,88.07860000000001,84.22200562963437,91.93519437036565
50,84.01700000000001,78.96495224076416,89.06904775923586
50,82.57,78.08782128977435,87.05217871022563
50,86.866,82.35300110206084,91.37899889793916
50,84.35,79.46665569937977,89.23334430062022
50,79.17200000000001,74.32856595676168,84.01543404323834
50,83.6658,78.74358112446998,88.58801887553003
50,84.514,79.41911830732057,89.60888169267942
50,87.28120000000001,82.74019671747489,91.82220328252514
50,87.55940000000001,82.98016732989294,92.13863267010709
50,85.82860000000001,81.38788502442051,90.2693149755795
50,89.8888,85.81290569137226,93.96469430862774
50,82.08239999999999,76.8664340838905,87.29836591610949
50,82.49939999999998,77.18680943819531,87.81199056180465
50,87.3322,83.52465464461105,91.13974535538895
50,82.43800000000002,77.28138100534858,87.59461899465146
50,85.95540000000001,81.35727358204933,90.55352641795069
50,85.83499999999998,80.85035644267313,90.81964355732683
50,87.50519999999999,83.72258171462357,91.2878182853764
50,85.38860000000001,80.55755539611401,90.21964460388601
50,84.9826,79.90038603791459,90.06481396208542
50,85.1798,80.8923017032232,89.4672982967768
50,82.0522,77.57429796108222,86.53010203891778
50,85.487,81.32239776016964,89.65160223983035
50,85.9682,81.60362065307731,90.33277934692268
50,86.16059999999999,81.91136260501062,90.40983739498935
50,86.707,82.52211984076007,90.89188015923992
50,84.5626,79.92269118869606,89.20250881130394
50,85.7624,81.70932203366182,89.81547796633818
50,81.3242,76.00671310461192,86.64168689538809
50,82.6226,78.85204486235568,86.39315513764433
50,84.28399999999999,79.54055237010041,89.02744762989957
50,84.9736,79.68671008914164,90.26048991085837
50,84.77879999999999,80.10056393354246,89.45703606645752
50,83.36399999999999,78.12546007273018,88.6025399272698
50,84.6172,80.36673687909847,88.86766312090153
50,82.82359999999998,78.22612851668049,87.42107148331948
50,84.6802,80.01350356229763,89.34689643770237
50,82.4138,77.02629244857104,87.80130755142895
50,86.1628,82.04975435399217,90.27584564600784
50,88.59960000000001,84.06429462740866,93.13490537259136
50,85.89380000000001,81.06470488601603,90.722895113984
50,80.15180000000001,74.9773994336364,85.32620056636361
50,88.22940000000003,84.31100551238447,92.14779448761558
50,83.5702,78.70121458584399,88.43918541415601
50,85.319,80.57059616864782,90.06740383135218
50,86.27539999999999,81.53302793308495,91.01777206691503
50,87.42939999999999,82.90489974819582,91.95390025180416
50,87.78960000000001,83.30896049204402,92.27023950795599
50,86.39920000000001,81.9299842705656,90.86841572943442
50,81.6942,76.3314076047432,87.05699239525678
50,80.358,74.82614286981307,85.88985713018694
50,88.63199999999999,84.2950204626722,92.96897953732778
50,82.8624,77.74125429916155,87.98354570083843
50,84.64280000000001,79.8415801436985,89.44401985630152
50,84.0918,79.76965521774386,88.41394478225615
50,84.73459999999999,80.14763872801872,89.32156127198125
50,84.5378,80.27754261869732,88.79805738130268
50,85.21960000000001,80.68400512070843,89.7551948792916
50,81.75160000000001,76.2828460799835,87.22035392001652
50,85.7898,81.19251058574034,90.38708941425966
50,85.36540000000001,80.62478043050743,90.10601956949259
50,84.8486,80.25394295374116,89.44325704625885
50,86.94,82.66740334428816,91.21259665571183
50,84.90600000000002,80.32539374492853,89.48660625507151
50,82.32719999999999,77.45008441312449,87.2043155868755
50,84.30840000000002,79.46406707493222,89.15273292506782
50,86.27,82.01539263837425,90.52460736162574
50,84.8698,80.10502837549751,89.63457162450248
50,82.16619999999999,77.14269591453295,87.18970408546703
50,86.04920000000001,81.76701424099515,90.33138575900487
50,82.94060000000002,77.65723292566419,88.22396707433585
50,85.9664,81.83036465760554,90.10243534239444
50,83.38119999999999,78.7974628366033,87.96493716339668
50,87.32320000000001,82.58575372315592,92.06064627684411
50,87.0182,82.3217325078966,91.71466749210339
50,83.535,77.49945718934907,89.57054281065092
50,84.63180000000003,80.21214231927587,89.05145768072418
50,85.552,80.28013528367809,90.82386471632192
50,85.52680000000002,80.92085778963916,90.13274221036089
50,89.19300000000001,85.44632908154453,92.93967091845549
50,86.8322,81.88174433954369,91.78265566045631
50,87.0926,82.08931849846364,92.09588150153637
50,87.21580000000002,82.70484260172812,91.72675739827191
50,86.38600000000001,81.80614021874032,90.9658597812597
50,84.1664,79.29869558876712,89.03410441123287
50,85.38220000000001,80.92197660598217,89.84242339401786
50,86.0496,82.0544735376892,90.04472646231079
50,80.2586,75.24256558768424,85.27463441231576
50,82.5332,78.14610558583657,86.92029441416342
50,86.56739999999999,81.85329020361043,91.28150979638956
50,82.56460000000001,77.03549101873946,88.09370898126056
50,84.851,80.10569959728575,89.59630040271425
50,88.50619999999999,84.2469985975885,92.76540140241148
50,89.50560000000002,85.13351516068411,93.87768483931592
50,87.96740000000001,83.30445708192606,92.63034291807396
50,82.9284,78.24255682950272,87.61424317049728
50,87.45400000000001,83.1394728859816,91.76852711401841
50,83.928,79.34504204374511,88.51095795625488
50,83.6474,78.33033553971593,88.96446446028408
50,85.18879999999999,80.42942158656153,89.94817841343844
50,87.459,82.63229469472188,92.28570530527813
50,83.582,78.59384376443559,88.5701562355644
50,85.5072,80.99861916646225,90.01578083353775
50,89.02960000000002,85.22454237370104,92.83465762629899
50,86.6102,82.21110851415159,91.00929148584842
50,84.9742,79.92945532830213,90.01894467169787
50,81.2512,75.71908375690604,86.78331624309395
50,88.2518,83.91467763101109,92.58892236898892
50,80.4092,75.7243898475793,85.0940101524207
50,88.50139999999999,84.55774958426383,92.44505041573615
50,83.2732,77.52477786626766,89.02162213373235
50,90.5882,86.80771595496238,94.36868404503763
50,82.6484,77.53851386200279,87.7582861379972
50,85.49619999999999,81.07215570032305,89.92024429967692
50,84.60220000000001,80.08428380053991,89.12011619946011
50,86.4648,82.26300266361358,90.66659733638642
50,86.32700000000001,81.92661559406454,90.72738440593548
50,83.2304,77.68284313404035,88.77795686595965
50,85.8862,81.54877351537758,90.22362648462243
50,84.9026,80.61552692877576,89.18967307122425
50,84.6248,79.77544556427723,89.47415443572275
50,81.92120000000001,76.06570673265661,87.77669326734342
